name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,In_DreamTeam
Tino Livramento,DEF,Southampton,0,0,12,0,10.2,491,4,3,0,3.5,23,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,0,114247,1,3,2,1,0,0,0,40,FALSE,0,1,0
Ashley Westwood,MID,Burnley,1,2,27,0,32.4,107,2,2,0,6,27.8,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,46788,2,1,0,7,0,0,0,55,TRUE,0,1,0
Charlie Taylor,DEF,Burnley,0,0,13,0,15.6,113,2,2,0,3.2,14.4,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,41905,2,1,2,1,0,0,0,45,TRUE,0,1,0
Mason Holgate,DEF,Everton,0,0,13,0,0.2,178,4,1,0,2,19.6,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,54382,1,3,0,2,0,0,0,45,TRUE,0,1,0
Jack Stephens,DEF,Southampton,0,0,6,0,0.5,338,4,3,0,1.3,10,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,0,7152,1,3,2,1,0,0,0,45,FALSE,0,1,0
Chris Wood,FWD,Burnley,0,0,3,0,12,109,2,2,0,4.1,3.8,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,220337,2,1,25,2,0,0,0,70,TRUE,0,1,0
Romain Saïss,DEF,Wolves,0,0,15,0,11.5,431,5,1,0,3.3,17.6,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,40940,0,1,4,2,0,0,0,50,FALSE,0,1,0
Ben Gibson,DEF,Norwich,0,0,15,0,0.6,456,7,3,0,8.4,32.4,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,0,6190,3,0,51,1,0,0,0,45,TRUE,0,1,0
Oghenekaro Peter Etebo,MID,Watford,0,0,16,0,11.6,467,8,2,0,3,18,2021-08-14T14:00:00Z,90,2,0,0,0,0,1,0,12764,2,3,0,1,0,0,0,45,TRUE,1,1,0
Jordan Ayew,FWD,Crystal Palace,0,0,0,0,11.9,153,3,3,0,4.6,14.8,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,0,48838,0,3,19,2,0,0,0,60,FALSE,0,1,0
Fernando Marçal,DEF,Wolves,0,0,10,0,24.6,432,5,1,0,4,13.2,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,5788,0,1,2,1,0,0,0,45,FALSE,1,1,0
Lucas Rodrigues Moura da Silva,MID,Spurs,0,0,9,1,37.6,362,10,0,0,9.7,16.4,2021-08-15T15:30:00Z,90,12,0,0,0,0,1,0,53342,0,1,43,2,0,0,0,65,TRUE,1,1,0
Steven Bergwijn,MID,Spurs,1,0,13,1,21.9,369,10,0,0,6.8,22.8,2021-08-15T15:30:00Z,76,12,0,0,0,0,1,0,18514,0,1,23,6,0,0,0,60,TRUE,0,1,0
Harry Maguire,DEF,Man Utd,0,0,12,0,0.9,273,6,1,0,1.5,10,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,842854,1,5,4,2,0,0,0,55,TRUE,0,1,0
Max Kilman,DEF,Wolves,0,0,17,0,1.4,439,5,1,0,7.9,24.6,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,11773,0,1,53,2,0,0,0,45,FALSE,0,1,0
Teemu Pukki,FWD,Norwich,0,0,0,0,2.5,315,7,3,0,2.3,3.6,2021-08-14T16:30:00Z,76,11,0,0,0,0,1,0,449744,3,0,17,2,0,0,0,60,TRUE,0,1,0
Daniel James,MID,Man Utd,0,0,3,0,12.8,287,6,1,0,6.4,8.6,2021-08-14T11:30:00Z,74,10,0,0,0,0,1,0,9452,1,5,43,2,0,0,0,60,TRUE,0,1,0
Kieran Tierney,DEF,Arsenal,0,0,17,0,87,16,1,2,0,15.5,26.8,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,540892,0,2,41,1,0,0,0,50,FALSE,0,1,0
Adam Webster,DEF,Brighton,0,0,11,0,2.8,61,2,1,0,2.6,23.6,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,0,38441,2,1,0,2,0,0,0,45,FALSE,0,1,0
Alex McCarthy,GK,Southampton,0,0,16,0,0,334,4,3,0,2.2,22,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,3,105810,1,3,0,2,0,0,0,45,FALSE,0,1,0
Ki-Jana Hoever,DEF,Wolves,0,0,6,0,16.7,443,5,1,0,3.6,13.6,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,134452,0,1,6,1,0,0,0,40,FALSE,1,1,0
Aaron Wan-Bissaka,DEF,Man Utd,0,0,8,0,2.3,288,6,1,0,0.9,4.8,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,704348,1,5,2,2,0,0,0,55,TRUE,0,1,0
Stuart Dallas,MID,Leeds,1,0,25,0,13.1,188,6,5,0,4.3,29.6,2021-08-14T11:30:00Z,90,13,0,0,0,0,1,0,1045606,1,5,0,5,0,0,0,55,FALSE,0,1,0
Pierre Lees-Melou,MID,Norwich,0,0,15,0,30.1,471,7,3,0,6.3,29,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,0,4850,3,0,4,2,0,0,0,50,TRUE,0,1,0
Ivan Toney,FWD,Brentford,0,0,4,1,15.8,78,1,0,0,2.6,6.2,2021-08-13T19:00:00Z,90,1,0,0,0,0,1,0,2065056,0,2,4,2,0,0,0,65,TRUE,0,1,0
Lewis Dunk,DEF,Brighton,0,0,14,0,0.7,59,2,1,0,2,19.6,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,0,437885,2,1,0,2,0,0,0,50,FALSE,0,1,0
James Maddison,MID,Leicester,0,0,9,1,15.2,212,5,0,0,2.1,4.2,2021-08-14T14:00:00Z,61,20,0,0,0,0,1,0,833924,0,1,2,3,0,0,0,70,TRUE,0,1,0
Solomon March,MID,Brighton,0,0,12,0,45.3,60,2,1,0,7.5,18.6,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,0,6789,2,1,11,2,0,0,0,55,FALSE,0,1,0
Isaac Hayden,MID,Newcastle,0,0,14,0,3.3,306,9,4,0,2,8.8,2021-08-15T13:00:00Z,90,19,0,0,0,0,1,0,10633,4,2,8,2,0,0,0,45,TRUE,0,1,0
Vicente Guaita,GK,Crystal Palace,0,0,20,0,0,146,3,3,0,2.4,24,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,3,361754,0,3,0,2,0,0,0,45,FALSE,0,1,0
Moussa Djenepo,MID,Southampton,0,0,5,0,7.2,350,4,3,0,3.8,17.2,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,0,4568,1,3,14,2,0,0,0,55,FALSE,0,1,0
Japhet Tanganga,DEF,Spurs,0,0,20,1,5.7,371,10,0,0,2.2,13.8,2021-08-15T15:30:00Z,82,12,0,0,0,0,1,0,11654,0,1,2,6,0,0,0,45,TRUE,0,1,0
Ken Sema,MID,Watford,0,0,4,0,25.2,391,8,2,0,3.7,8,2021-08-14T14:00:00Z,90,2,0,0,0,0,1,0,4107,2,3,4,1,0,0,0,55,TRUE,1,1,0
Héctor Junior Firpo Adames,DEF,Leeds,0,0,4,0,0.8,463,6,4,0,0.5,3.8,2021-08-14T11:30:00Z,45,13,0,0,0,0,1,0,61450,1,5,0,-1,0,0,0,50,FALSE,0,1,0
Pierre-Emile Højbjerg,MID,Spurs,0,0,13,1,21.8,365,10,0,0,4.6,12.6,2021-08-15T15:30:00Z,89,12,0,0,0,0,1,0,203490,0,1,12,3,0,0,0,50,TRUE,0,1,0
Trent Alexander-Arnold,DEF,Liverpool,0,0,24,1,48.6,237,7,0,0,7.1,18.4,2021-08-14T16:30:00Z,90,15,0,0,0,0,1,0,2245431,3,0,4,6,0,0,0,75,FALSE,0,1,1
Ricardo Domingos Barbosa Pereira,DEF,Leicester,1,3,34,1,17.5,207,5,0,0,5.1,33.2,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,150617,0,1,0,12,0,0,0,55,TRUE,0,1,0
James Tarkowski,DEF,Burnley,0,0,13,0,0.6,98,2,2,1,9.4,49,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,92401,2,1,44,6,0,0,0,50,TRUE,1,1,0
Cheikhou Kouyaté,DEF,Crystal Palace,0,0,16,0,0.6,150,3,3,0,1.7,16.4,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,0,30144,0,3,0,1,0,0,0,45,FALSE,0,1,0
Naby Keita,MID,Liverpool,0,0,12,1,16.8,239,7,0,0,3.4,13.4,2021-08-14T16:30:00Z,82,15,0,0,0,0,1,0,11589,3,0,4,3,0,0,0,50,FALSE,0,1,0
Kristoffer Ajer,DEF,Brentford,0,0,23,1,11.2,483,1,0,0,2.3,8.2,2021-08-13T19:00:00Z,70,1,0,0,0,0,1,0,35174,0,2,4,6,0,0,0,45,TRUE,0,1,0
Jack Grealish,MID,Man City,0,0,17,0,28.6,33,10,1,0,11,18.2,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,0,1605017,0,1,63,1,0,0,0,80,FALSE,1,1,0
Matthew Lowton,DEF,Burnley,0,0,10,0,15.9,110,2,2,0,2.9,12.8,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,181765,2,1,0,1,0,0,0,45,TRUE,0,1,0
Rúben Santos Gato Alves Dias,DEF,Man City,0,0,14,0,1,262,10,1,0,2.3,19.8,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,0,1704318,0,1,2,2,0,0,0,60,FALSE,0,1,1
Daniel Bachmann,GK,Watford,0,0,9,0,0,389,8,2,0,0.3,2.8,2021-08-14T14:00:00Z,90,2,0,0,0,0,1,0,149145,2,3,0,1,0,0,0,45,TRUE,0,1,0
William Troost-Ekong,DEF,Watford,0,0,11,0,0,387,8,2,0,0.8,7.8,2021-08-14T14:00:00Z,90,2,0,0,0,0,1,0,7659,2,3,0,1,0,0,0,45,TRUE,0,1,0
Conor Coady,DEF,Wolves,0,0,15,0,0,429,5,1,0,1.1,11.2,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,493790,0,1,0,2,0,0,0,45,FALSE,0,1,0
Adam Lallana,MID,Brighton,0,0,7,0,3,53,2,0,0,0.7,1.6,2021-08-14T14:00:00Z,45,5,0,0,0,0,1,0,17460,2,1,2,1,0,0,0,55,FALSE,0,1,0
Youri Tielemans,MID,Leicester,0,0,23,1,17.8,210,5,0,0,5.8,33.4,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,364491,0,1,7,3,0,0,0,65,TRUE,0,1,0
Hugo Lloris,GK,Spurs,0,3,28,1,0,353,10,0,0,3.2,31.8,2021-08-15T15:30:00Z,90,12,0,0,0,0,1,4,224734,0,1,0,10,0,0,0,55,TRUE,0,1,1
Craig Cathcart,DEF,Watford,0,0,6,0,0.8,379,8,2,0,1.3,11.8,2021-08-14T14:00:00Z,90,2,0,0,0,0,1,0,10383,2,3,0,1,0,0,0,45,TRUE,0,1,0
Illan Meslier,GK,Leeds,0,0,17,0,0,199,6,5,0,2.2,21.6,2021-08-14T11:30:00Z,90,13,0,0,0,0,1,3,281639,1,5,0,1,0,0,0,50,FALSE,0,1,0
Calum Chambers,DEF,Arsenal,0,0,14,0,16.8,10,1,2,0,4.2,13.2,2021-08-13T19:00:00Z,80,3,0,0,0,0,1,0,26222,0,2,12,1,0,0,0,45,FALSE,0,1,0
Dwight McNeil,MID,Burnley,0,0,10,0,30.6,118,2,2,0,5.2,21.6,2021-08-14T14:00:00Z,78,4,0,0,0,0,1,0,20227,2,1,0,2,0,0,0,60,TRUE,0,1,0
Timo Werner,FWD,Chelsea,0,0,6,1,12.8,134,3,0,0,4,1.2,2021-08-14T14:00:00Z,90,7,0,0,0,0,1,0,335608,0,3,26,2,0,0,0,90,TRUE,0,1,0
David Raya Martin,GK,Brentford,0,1,30,1,0,80,1,0,0,2.8,27.8,2021-08-13T19:00:00Z,90,1,0,0,0,0,1,4,96605,0,2,0,8,0,0,0,45,TRUE,0,1,0
Nick Pope,GK,Burnley,0,0,17,0,0,112,2,2,0,3,30,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,4,280784,2,1,0,2,0,0,0,55,TRUE,0,1,0
Ezri Konsa Ngoyo,DEF,Aston Villa,0,0,15,0,1.3,45,8,3,0,2.3,19.6,2021-08-14T14:00:00Z,90,18,0,0,0,0,1,0,75220,2,3,2,1,0,0,0,50,FALSE,0,1,0
Gabriel Teodoro Martinelli Silva,MID,Arsenal,0,0,7,0,22.4,26,1,1,0,3.6,2.2,2021-08-13T19:00:00Z,70,3,0,0,0,0,1,0,25036,0,2,11,2,0,0,0,55,FALSE,0,1,0
Heung-Min Son,MID,Spurs,0,2,27,1,19.7,359,10,0,1,9.4,32.8,2021-08-15T15:30:00Z,90,12,0,0,0,0,1,0,1412718,0,1,41,10,0,0,0,100,TRUE,0,1,0
Jack Cork,MID,Burnley,0,0,3,0,1.1,101,2,2,0,1.4,0.8,2021-08-14T14:00:00Z,84,4,0,0,0,0,1,0,7356,2,1,12,2,0,0,0,45,TRUE,0,1,0
Jacob Ramsey,MID,Aston Villa,0,0,2,0,12.1,51,8,1,0,1.8,0.6,2021-08-14T14:00:00Z,45,18,0,0,0,0,1,0,22121,2,3,5,1,0,0,0,45,FALSE,0,1,0
Nathan Aké,DEF,Man City,0,0,15,0,0.3,258,10,1,0,2.8,23.8,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,0,22462,0,1,4,2,0,0,0,50,FALSE,0,1,0
Angelo Ogbonna,DEF,West Ham,0,0,18,0,0.9,409,9,2,0,1.3,12,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,9668,4,2,0,1,0,0,0,50,FALSE,0,1,0
Seamus Coleman,DEF,Everton,0,0,10,0,16.6,165,4,1,0,3.7,20.6,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,41053,1,3,0,2,0,0,0,50,TRUE,0,1,0
Harvey Barnes,MID,Leicester,0,0,-1,1,1.5,215,5,0,0,2.7,2.8,2021-08-14T14:00:00Z,71,20,0,0,0,0,1,0,916129,0,1,23,3,0,0,0,70,TRUE,0,1,0
Sergio Reguilón,DEF,Spurs,0,1,22,1,25.3,370,10,0,0,3.8,10.4,2021-08-15T15:30:00Z,90,12,0,0,0,0,1,0,188039,0,1,2,7,0,0,0,50,TRUE,0,1,0
Frederico Rodrigues de Paula Santos,MID,Man Utd,0,0,25,0,7.2,274,6,1,1,6.2,37.8,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,13665,1,5,17,7,0,0,0,50,TRUE,0,1,0
Tyrick Mitchell,DEF,Crystal Palace,0,0,5,0,1.9,162,3,3,0,0.6,4,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,0,44446,0,3,0,1,0,0,0,45,FALSE,0,1,0
Andreas Christensen,DEF,Chelsea,0,1,27,1,1.3,133,3,0,0,2,18.6,2021-08-14T14:00:00Z,90,7,0,0,0,0,1,0,51896,0,3,0,7,0,0,0,50,TRUE,0,1,0
Jack Harrison,MID,Leeds,0,0,8,0,21.1,267,6,5,0,3.8,10.2,2021-08-14T11:30:00Z,68,13,0,0,0,0,1,0,330990,1,5,7,2,0,0,0,60,FALSE,0,1,0
David de Gea,GK,Man Utd,0,0,16,0,0,270,6,1,0,1.3,13.2,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,2,173508,1,5,0,2,0,0,0,50,TRUE,0,1,0
Victor Lindelöf,DEF,Man Utd,1,0,23,0,13.4,284,6,1,0,4.4,30.2,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,38513,1,5,0,5,0,0,0,50,TRUE,0,1,0
Ayoze Pérez,MID,Leicester,0,0,7,1,35.2,211,5,0,0,4.4,7.2,2021-08-14T14:00:00Z,61,20,0,0,0,0,1,0,18150,0,1,2,3,0,0,0,60,TRUE,0,1,0
Neal Maupay,FWD,Brighton,0,0,20,0,6.5,63,2,1,1,11.5,34,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,0,160421,2,1,74,5,0,0,0,65,FALSE,1,1,0
Tomas Soucek,MID,West Ham,0,1,34,0,3.8,422,9,2,1,15,53.6,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,753486,4,2,93,8,0,0,0,60,FALSE,0,1,0
Romain Perraud,DEF,Southampton,0,0,7,0,11.5,460,4,3,0,1.9,7.6,2021-08-14T14:00:00Z,82,8,0,0,0,0,1,0,7538,1,3,0,1,0,0,0,50,FALSE,0,1,0
Nicolas Pépé,MID,Arsenal,0,0,9,0,43.9,17,1,2,0,10.3,7.6,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,243459,0,2,51,2,0,0,0,75,FALSE,0,1,0
Granit Xhaka,MID,Arsenal,0,0,13,0,24.7,7,1,2,0,4.5,15.2,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,61422,0,2,5,2,0,0,0,50,FALSE,0,1,0
Michail Antonio,FWD,West Ham,2,3,40,0,18.7,413,9,2,1,12.9,55.6,2021-08-15T13:00:00Z,90,14,0,1,0,0,1,0,1617415,4,2,55,13,0,0,0,75,FALSE,0,1,1
Yves Bissouma,MID,Brighton,0,0,14,0,5.2,70,2,1,0,1.3,7.6,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,0,882586,2,1,0,2,0,0,0,45,FALSE,0,1,0
Luke Ayling,DEF,Leeds,0,0,23,0,4.8,185,6,5,1,7,52.4,2021-08-14T11:30:00Z,90,13,0,0,0,0,1,0,787277,1,5,13,6,0,0,0,45,FALSE,0,1,0
Ferran Torres,MID,Man City,0,0,4,0,2.9,268,10,1,0,4,5,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,0,129946,0,1,32,2,0,0,0,70,FALSE,0,1,0
Jordan Pickford,GK,Everton,0,0,14,0,0,170,4,1,0,2,19.6,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,2,446969,1,3,0,2,0,0,0,50,TRUE,0,1,0
Bernd Leno,GK,Arsenal,0,0,11,0,0,1,1,2,0,1.2,11.8,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,1,153122,0,2,0,1,0,0,0,50,FALSE,0,1,0
Michael Keane,DEF,Everton,0,0,9,0,10.9,169,4,1,0,4.7,15.6,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,203108,1,3,20,2,0,0,0,50,TRUE,0,1,0
Mason Greenwood,MID,Man Utd,0,1,28,0,23.7,289,6,1,1,9.2,41.2,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,506276,1,5,27,8,0,0,0,75,TRUE,0,1,1
Adam Masina,DEF,Watford,0,0,8,0,0.3,390,8,2,0,0.8,7.2,2021-08-14T14:00:00Z,90,2,0,0,0,0,1,0,7697,2,3,0,1,0,0,0,45,TRUE,0,1,0
Daniel Amartey,DEF,Leicester,0,0,27,1,0.8,208,5,0,0,1.6,15.4,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,985291,0,1,0,6,0,0,0,40,TRUE,0,1,0
César Azpilicueta,DEF,Chelsea,0,0,25,1,8.6,119,3,0,0,2.5,10.4,2021-08-14T14:00:00Z,66,7,0,0,0,0,1,0,254999,0,3,6,6,0,0,0,60,TRUE,0,1,0
Lucas Digne,DEF,Everton,0,0,9,0,25.9,168,4,1,0,4.5,8.2,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,1292519,1,3,11,2,0,0,0,55,TRUE,0,1,0
Alex Oxlade-Chamberlain,MID,Liverpool,0,0,3,1,5.3,227,7,0,0,0.7,0,2021-08-14T16:30:00Z,60,15,0,0,0,0,1,0,9191,3,0,4,3,0,0,0,60,FALSE,0,1,0
Craig Dawson,DEF,West Ham,0,0,16,0,1.1,414,9,2,0,4.4,22.6,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,21144,4,2,20,1,0,0,0,50,FALSE,0,1,0
Kasper Schmeichel,GK,Leicester,0,2,31,1,0,200,5,0,0,2.6,26,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,3,1114563,0,1,0,9,0,0,0,50,TRUE,0,1,0
Ben White,DEF,Arsenal,0,0,12,0,0.5,67,1,2,0,1.1,10.8,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,1716768,0,2,0,1,0,0,0,45,FALSE,0,1,0
Lukas Rupp,MID,Norwich,0,0,13,0,2.2,317,7,3,0,2.8,5.2,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,0,8058,3,0,21,2,0,0,0,45,TRUE,0,1,0
Aaron Cresswell,DEF,West Ham,0,0,30,0,17.5,411,9,2,1,9.1,55.8,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,1213434,4,2,18,7,0,0,0,55,FALSE,0,1,0
Federico Fernández,DEF,Newcastle,0,0,20,0,0.3,465,9,4,0,5.1,46.8,2021-08-15T13:00:00Z,90,19,0,0,0,0,1,0,14823,4,2,4,0,0,0,0,45,TRUE,0,1,0
Mohammed Salisu,DEF,Southampton,0,0,14,0,1.4,351,4,3,0,4.4,23.4,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,0,6041,1,3,19,1,0,0,0,45,FALSE,0,1,0
Wilfred Ndidi,MID,Leicester,0,0,20,1,3.3,216,5,0,0,2,16.4,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,106828,0,1,0,3,0,0,0,50,TRUE,0,1,0
Matt Ritchie,DEF,Newcastle,1,0,24,0,54.9,292,9,4,0,9.7,28,2021-08-15T13:00:00Z,90,19,0,0,0,0,1,0,16998,4,2,14,3,0,0,0,50,TRUE,0,1,0
James Ward-Prowse,MID,Southampton,0,0,13,0,20.8,341,19,1,0,5,15.6,2021-08-22T13:00:00Z,90,13,0,0,0,0,2,0,288544,1,1,14,2,-33424,10126,43550,65,TRUE,0,2,0
Bruno Miguel Borges Fernandes,MID,Man Utd,0,0,7,0,30.2,277,19,1,0,7.2,12.4,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,4305673,1,1,29,1,414059,436157,22098,121,FALSE,1,2,0
James McArthur,MID,Crystal Palace,0,0,13,1,1.6,148,13,0,0,2.6,15.6,2021-08-21T14:00:00Z,90,3,0,0,0,0,2,0,28495,0,0,9,3,4626,7674,3048,45,TRUE,0,2,0
Alexis Mac Allister,MID,Brighton,0,0,5,1,36.3,74,12,0,0,9.1,16,2021-08-21T16:30:00Z,90,18,0,0,0,0,2,0,43643,0,2,39,3,11681,14725,3044,55,TRUE,0,2,0
Jeffrey Schlupp,MID,Crystal Palace,0,0,10,1,11.2,155,13,0,0,1.7,6,2021-08-21T14:00:00Z,67,3,0,0,0,0,2,0,5332,0,0,0,3,-382,454,836,55,TRUE,0,2,0
Richarlison de Andrade,FWD,Everton,0,0,2,0,31.6,180,14,2,0,7.9,4.8,2021-08-21T14:00:00Z,90,10,0,0,0,0,2,0,1215805,2,2,43,2,322396,372245,49849,76,FALSE,0,2,0
Ederson Santana de Moraes,GK,Man City,0,0,19,1,0,257,16,0,0,0.4,4.2,2021-08-21T14:00:00Z,90,15,0,0,0,0,2,0,769175,0,5,0,6,-9415,35317,44732,60,TRUE,0,2,0
Liam Cooper,DEF,Leeds,1,0,21,0,11.1,184,14,2,0,5,32.4,2021-08-21T14:00:00Z,90,8,0,0,0,0,2,0,23580,2,2,6,3,-1458,1421,2879,45,TRUE,1,2,0
Adama Traoré,MID,Wolves,0,0,15,0,58.7,435,17,1,0,15.1,27,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,0,85215,1,0,65,2,-2356,9369,11725,60,TRUE,0,2,0
Jorge Luiz Frello Filho,MID,Chelsea,0,0,16,1,16.2,123,18,0,0,2.9,12.4,2021-08-22T15:30:00Z,90,1,0,0,0,0,2,0,384379,2,0,0,3,-12021,37172,49193,60,FALSE,0,2,0
Diogo Jota,MID,Liverpool,0,0,25,1,24.8,240,15,0,1,10.7,45.2,2021-08-21T11:30:00Z,80,5,0,0,0,0,2,0,968642,0,2,37,8,77273,149876,72603,75,TRUE,0,2,0
Ilkay Gündogan,MID,Man City,0,0,12,1,38.8,250,16,0,0,4.9,2.4,2021-08-21T14:00:00Z,68,15,0,0,0,0,2,0,463271,0,5,8,2,-146086,33310,179396,74,TRUE,1,2,0
Luke Shaw,DEF,Man Utd,0,2,17,0,34.7,275,19,1,0,4.4,9.4,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,3960716,1,1,0,4,-58866,83154,142020,55,FALSE,0,2,0
Declan Rice,MID,West Ham,1,1,34,0,32.9,421,20,1,0,7.7,42.8,2021-08-23T19:00:00Z,90,9,0,0,0,0,2,0,318784,1,4,1,6,-15458,22312,37770,50,TRUE,0,2,0
Harvey Elliott,MID,Liverpool,0,0,13,1,39.2,506,15,0,0,8,11.2,2021-08-21T11:30:00Z,90,5,0,0,0,0,2,0,6776,0,2,30,3,-943,491,1434,55,TRUE,0,2,0
Ashley Young,DEF,Aston Villa,0,0,19,1,2.8,52,11,0,0,1,7,2021-08-21T14:00:00Z,90,14,0,0,0,0,2,0,74817,0,2,0,6,741,9328,8587,50,TRUE,0,2,0
Shane Duffy,DEF,Brighton,0,3,37,1,0.2,56,12,0,1,11.4,60.4,2021-08-21T16:30:00Z,90,18,0,0,0,0,2,0,377199,0,2,53,14,78743,99896,21153,40,TRUE,1,2,0
Reece James,DEF,Chelsea,1,3,57,1,54.5,142,18,0,1,19.4,74.6,2021-08-22T15:30:00Z,90,1,0,0,0,0,2,0,430073,2,0,65,18,-65552,8042,73594,55,FALSE,0,2,0
Tyrone Mings,DEF,Aston Villa,2,3,47,1,10.7,38,11,0,0,8.3,34.4,2021-08-21T14:00:00Z,90,14,0,0,0,0,2,0,561674,0,2,38,15,-50442,14203,64645,50,TRUE,0,2,0
Billy Gilmour,MID,Norwich,0,0,15,0,4.4,145,16,5,0,1.3,9,2021-08-21T14:00:00Z,90,12,0,0,0,0,2,0,649449,0,5,0,2,11228,49012,37784,45,FALSE,0,2,0
Raúl Jiménez,FWD,Wolves,0,0,-2,0,47.8,430,17,1,0,13.8,4,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,0,244968,1,0,86,1,-25916,16333,42249,75,TRUE,1,2,0
Sean Longstaff,MID,Newcastle,0,0,4,0,1.5,309,11,1,0,0.4,2.4,2021-08-21T14:00:00Z,45,2,0,0,0,0,2,0,25284,0,2,0,1,-694,2200,2894,45,FALSE,0,2,0
Emmanuel Dennis,FWD,Watford,0,0,6,0,16.1,450,12,2,0,5,11.6,2021-08-21T16:30:00Z,90,4,0,0,0,0,2,0,312447,0,2,22,2,202165,242587,40422,51,FALSE,0,2,0
Paul Pogba,MID,Man Utd,1,0,13,0,19.4,272,19,1,0,11.1,21.6,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,1114223,1,1,70,4,564447,602522,38075,76,FALSE,1,2,0
Leandro Trossard,MID,Brighton,0,0,7,1,5,64,12,0,0,2.7,3,2021-08-21T16:30:00Z,71,18,0,0,0,0,2,0,79895,0,2,19,3,-12494,3281,15775,65,TRUE,0,2,0
Christian Nørgaard,MID,Brentford,0,0,6,1,3.9,77,13,0,0,1.2,7.6,2021-08-21T14:00:00Z,90,7,0,0,0,0,2,0,91042,0,0,0,2,48513,59866,11353,50,FALSE,1,2,0
Nemanja Matic,MID,Man Utd,0,0,12,0,2.6,271,19,1,0,3.6,14.4,2021-08-22T13:00:00Z,85,16,0,0,0,0,2,0,18966,1,1,19,2,-641,2447,3088,45,FALSE,0,2,0
Kenny McLean,MID,Norwich,0,0,9,0,0.1,318,16,3,0,0.8,7.4,2021-08-21T14:00:00Z,45,12,0,0,0,0,2,0,3356,0,5,0,1,-640,62,702,50,FALSE,0,2,0
